Task ID,TF1,TF2,TF3,TF4,TF5,TF6,TF7,TF8,TF9,TF10,TF11,TF12,TF13,TF14,TF15,TF16,TF17,TF18,TF19,TF20,TF21,TF22,TF23,TF24,TF25,TF26,TF27,TF28,TF29,TF30,TF31,TF32,TF33,TF34,TF35,TF36,TF37,TF38,TF39,TF40,TF41,TF42,TF43,TF44,TF45,TF46,TF47,TF48,TF49,TF50,TF51,TF52,TF53,TF54,TF55,TF56,TF57,TF58,TF59,TF60,TF61,TF62,TF63,TF64,TF65,TF66,TF67,TF68,TF69,TF70,TF71,TF72,TF73,TF74,TF75,TF76,TF77,TF78,TF79,TF80,TF81,TF82,TF83,TF84,TF85,TF86,TF87,TF88,TF89,TF90,TF91,TF92,TF93,TF94,TF95,TF96,TF97,TF98,TF99,TF100,TF101,TF102,TF103,TF104,TF105,TF106,TF107,TF108,TF109,TF110,TF111,TF112,TF113,TF114,TF115,TF116
T1,332,5123,647174452,2111,41.2063244192855%,140069227,22%,1438,0.280694905328908,154237601,0.24,1216,0.237360921335155,117762853,0.18,1299.17,203.39,-0.268212097542316,2100,41.0,100.36,25.21,143,4525695.47,8379695.47,72229420,21187,35.8251748251748,65.9640656214752,397,1,10.1600624634003,15.863304377313,75,1,468,50685398,0.09,0.08,4009,438112430,0.78,0.68,775,109480953,0.15,0.17,3702,379316875,0.72,0.59,646,0.13,158376624,0.24,4477,0.87,488797828,0.76,1930,0.43,197918864,0.4,0.57,290878964,0.6,1.87,6.26,3,28,-62,91.32,79.92,419,0,7638374.59,8838286.91,68607119,0,44,220.86,166.52,561,0,20338223.87,16463426.25,73331323,0,85.38,130.79,494,0,7632633.87,12022807.28,49415865,0,163.66,139.99,553,0,15088047.76,14958304.97,73331323,0,0.57,4.06,50,0,93828.91,759621.99,12264068,0,382,0.0745656841694319,28150864,0.04
T2,0,5792,327432022,1619,27.9523480662983%,105875589,32%,1097,0.189399171270718,71537962,0.22,874,0.150897790055248,51768065,0.16,1527.26,396.94,0.505234449059652,2200,65.0,70.88,53.44,124,2640580.82,4955210.28,35757503,5188,46.7096774193548,96.3364509181485,820,1,14.6830110497237,17.7007590921349,80,1,390,34821718,0.07,0.11,3201,222406761,0.55,0.68,681,54218703,0.12,0.17,2910,203009776,0.5,0.62,2201,0.38,70203543,0.21,3591,0.62,257228479,0.79,1432,0.4,92868700,0.36,0.6,164359779,0.64,3.38,4.97,3,32,-30,147.39,182.46,682,0,6775492.17,7433930.31,36767567,0,12,285.31,289.46,921,0,14626753.34,13448381.94,54133230,0,214.86,306.43,902,0,10136116.61,13629582.06,52238577,0,211.37,218.16,867,0,10488108.48,10218672.6,49219372,0,32.31,109.26,875,0,924983.41,3294170.58,29172807,0,552,0.0953038674033149,28894396,0.09
T3,469,4346,547810586,1376,31.6612977450529%,90478530,17%,1097,0.252416014726185,122674168,0.22,834,0.191900598251265,95043161,0.17,1345.7,218.69,-0.364255802499102,2100,757.0,83.51,40.54,144,3804240.18,7891026.04,67729733,16821,30.1805555555555,55.1410971806927,311,1,9.72756557754256,14.8858289253535,75,1,328,35221874,0.08,0.06,2930,348862971,0.67,0.64,612,91773248,0.14,0.17,2646,292311597,0.61,0.53,1088,0.25,163725741,0.3,3258,0.75,384084845,0.7,1442,0.44,152921146,0.4,0.56,231163699,0.6,-11.36,39.99,3,23,-121,85.87,93.76,388,0,5408929.39,5973637.45,45018815,0,44,181.9,144.28,527,0,13134287.94,11332584.52,51132098,0,62.75,102.19,464,0,5044834.55,9352680.54,44732751,0,139.55,125.03,393,0,9743849.45,9122217.84,49212552,0,5.25,26.07,394,0,258487.96,1781016.69,39064840,0,706,0.162448228255867,19579305,0.04
T4,529,7132,700169181,2362,33.1183398766124%,149526281,21%,1474,0.206674144699943,155655199,0.22,1264,0.177229388670779,119950245,0.17,1505.02,390.81,0.585401607106019,2200,41.0,69.69,50.37,146,4795679.32,9312900.7,72209536,6668,48.8493150684931,112.615570826733,1039,1,12.5588895120583,14.6646917998559,75,1,470,50030880,0.07,0.07,3932,434213355,0.55,0.62,793,110957301,0.11,0.16,3609,373286934,0.51,0.53,2730,0.38,215924946,0.31,4402,0.62,484244235,0.69,1889,0.43,197124000,0.41,0.57,287120235,0.59,2.84,5.75,3,28,-62,182.28,221.48,695,0,8487029.85,8698222.69,66713288,0,51,357.24,362.71,1134,0,19814710.92,15549393.64,71540084,0,244.92,366.52,1114,0,10575493.3,13207831.29,45635766,0,261.69,267.44,988,0,14509089.56,13443310.09,71540084,0,23.7,89.43,997,0,640011.29,2434120.9,29710103,0,371,0.0520190689848569,22272333,0.03
T5,0,4767,278792402,1215,25.4877281308999%,87557248,31%,1038,0.217747010698552,62825715,0.23,820,0.172015942941053,48328267,0.17,1484.76,385.65,0.649069112589556,2200,59.0,76.67,51.87,127,2195215.76,3973703.0,23271139,10738,37.5354330708661,67.0147810366513,556,1,12.5802391441157,16.2181484121997,80,1,340,27055689,0.07,0.1,2752,195701149,0.58,0.7,617,47627110,0.13,0.17,2475,175129728,0.52,0.63,1675,0.35,56035564,0.2,3092,0.65,222756838,0.8,1235,0.4,79490099,0.36,0.6,143266739,0.64,5.37,9.02,5,473,-26,94.8,111.35,468,0,5145749.78,5418148.01,25093238,0,16,190.98,176.0,609,0,11100320.8,10305724.0,40795750,0,130.09,186.98,585,0,6991655.95,10192025.87,39366902,0,140.56,131.96,557,0,7976711.08,7688253.83,37041878,0,18.98,71.28,567,0,625549.93,2506860.98,22039095,0,93,0.0195091252359974,3058291,0.01
T6,12,3364,184806910,486,14.4470868014268%,33494261,18%,888,0.263971462544589,58465109,0.32,593,0.176278240190249,34055013,0.18,1515.39,431.19,0.450922994270728,2200,757.0,70.34,54.59,102,1811832.45,2710311.8,16021467,8271,32.9803921568627,68.7264602929551,556,1,13.0217003567181,15.0457861608994,75,1,246,21753987,0.07,0.12,1721,108904764,0.51,0.59,411,31453263,0.12,0.17,1556,99205488,0.46,0.54,1397,0.42,54148159,0.29,1967,0.58,130658751,0.71,1073,0.55,66749611,0.51,0.45,63909140,0.49,3.29,4.34,3,23,-16,108.33,132.54,432,0,4519923.28,4689367.16,15911792,0,15,222.81,225.98,658,0,10463678.26,9231458.06,30519726,0,165.3,233.61,635,0,6830042.13,8338612.27,21412624,0,159.78,168.96,611,0,7165066.21,6090561.73,20712275,0,20.17,66.46,618,0,634810.7,2153207.49,21161639,0,308,0.0915576694411414,15390630,0.08
T7,555,3934,521676289,1039,26.4107778342653%,69762831,13%,943,0.239705134722928,112768389,0.22,682,0.173360447381799,85212722,0.16,1356.06,219.09,-0.437684418829658,2100,757.0,80.34,41.15,140,3726259.21,7889494.9,67790707,16821,28.1,49.3746942436576,311,1,8.84239959328927,14.2283892340359,75,1,307,33841260,0.08,0.06,2543,324047367,0.65,0.62,608,90652616,0.15,0.17,2242,267236011,0.57,0.51,1084,0.28,163787662,0.31,2850,0.72,357888627,0.69,1279,0.45,143706168,0.4,0.55,214182459,0.6,-13.67,41.82,2,22,-122,78.76,94.16,388,0,5055143.9,5994733.85,45068730,0,46,160.74,140.48,527,0,11676606.79,10860072.02,51132098,0,52.83,94.78,464,0,4186422.49,8628154.87,44732751,0,123.26,118.05,393,0,8752099.22,8664591.29,48980163,0,5.8,27.35,394,0,285558.89,1869912.3,39064840,0,757,0.19242501270971,24164620,0.05
T8,543,3939,521462429,1034,26.2503173394262%,69043102,13%,946,0.24016247778624,112616281,0.22,676,0.171617161716171,84662569,0.16,1355.29,219.76,-0.439654502344079,2100,757.0,80.45,41.19,142,3672270.63,7841822.18,67815206,16821,27.7394366197183,49.047332700876,311,1,8.88296521959888,14.4095491214243,75,1,308,33795004,0.08,0.06,2545,323799599,0.65,0.62,609,90599275,0.15,0.17,2244,266995328,0.57,0.51,1086,0.28,163867826,0.31,2853,0.72,357594603,0.69,1282,0.45,143883446,0.4,0.55,213711157,0.6,-13.67,41.79,2,22,-122,78.53,94.05,388,0,5026507.49,5987746.73,45093472,0,46,160.61,140.58,527,0,11654769.13,10871065.53,51132098,0,53.1,95.34,464,0,4183640.76,8635529.45,44732751,0,123.11,117.84,393,0,8728948.92,8665646.68,49021222,0,5.79,27.33,394,0,285196.41,1868752.49,39064840,0,736,0.186849454176186,22131127,0.04
T9,1,6187,318294755,1354,21.8845967350897%,68893297,22%,1403,0.226765799256505,97913418,0.31,946,0.152901244545013,54277413,0.17,1531.59,420.72,0.431731414364581,2200,757.0,68.51,54.69,120,2652456.29,5007841.77,31984898,2091,51.5583333333333,130.346777033086,1282,1,15.6545983513819,18.0600574971045,80,0,365,30671412,0.06,0.1,3164,203695062,0.51,0.64,751,54975537,0.12,0.17,2778,179390937,0.45,0.56,2658,0.43,83928281,0.26,3529,0.57,234366474,0.74,1728,0.49,113685629,0.49,0.51,120680845,0.51,3.6,4.82,3,27,-38,224.2,290.04,904,0,8310996.31,8480739.5,31162860,0,18,398.95,428.22,1218,0,17313744.16,16036706.17,56464910,0,329.99,449.19,1218,0,12977147.94,14904146.0,46444204,0,288.68,319.84,1135,0,11483025.46,9966227.38,36313855,0,43.41,164.4,926,0,1194896.89,4604756.55,29023894,0,454,0.0733796670438015,16180687,0.05
T10,579,4025,526384741,991,24.6211180124223%,66444406,13%,981,0.243726708074534,115397351,0.22,709,0.176149068322981,87028376,0.17,1352.18,219.0,-0.411237427788394,2100,757.0,81.03,40.99,141,3733225.11,7855908.41,67815206,16821,28.5460992907801,50.0506136935837,311,1,8.52521739130434,13.6567158308645,75,1,321,36742504,0.08,0.07,2611,325350295,0.65,0.62,620,92689009,0.15,0.18,2312,269403790,0.57,0.51,1093,0.27,164291942,0.31,2932,0.73,362092799,0.69,1342,0.46,148178888,0.41,0.54,213913911,0.59,-13.04,41.54,3,22,-122,79.74,93.73,388,0,5035638.87,5950599.57,45143895,0,45,163.09,140.29,527,0,11826257.13,10824459.0,51132098,0,50.73,91.87,464,0,4030893.69,8400715.12,44732751,0,125.71,120.0,393,0,8888568.26,8799393.25,49034812,0,5.67,27.05,394,0,279102.77,1849135.42,39064840,0,697,0.173167701863354,19630017,0.04
T11,514,7636,718477219,2485,32.5432163436354%,152297252,21%,1612,0.211105290728129,162972379,0.23,1343,0.175877422734415,119192478,0.17,1494.22,385.4,0.607207891038371,2200,41.0,71.54,49.72,145,4955015.3,9532303.15,70771329,5286,52.6620689655172,122.562128275239,1171,1,12.8313253012048,15.0281148741829,75,1,521,51236239,0.07,0.07,4250,442653312,0.56,0.62,826,111787715,0.11,0.16,3945,382101836,0.52,0.53,2865,0.38,224587668,0.31,4771,0.62,493889551,0.69,2126,0.45,204613490,0.41,0.55,289276061,0.59,2.99,6.06,4,27,-63,193.72,235.01,782,0,8848426.72,8767841.32,66138047,0,51,369.0,356.99,1140,0,20730069.01,16059287.45,69866117,0,240.64,359.21,1129,0,10877702.28,13926842.51,44275339,0,279.22,274.72,989,0,15246733.06,13812712.74,69866117,0,22.41,91.38,998,0,648361.65,2615580.85,31730504,0,309,0.0404662126767941,20479321,0.03
T12,6,3278,192872167,476,14.5210494203782%,33043361,17%,1144,0.348993288590604,75802817,0.39,621,0.189444783404514,36264685,0.19,1445.49,428.6,0.630702059341512,2200,757.0,77.08,54.87,121,1593984.85,2671694.63,17264330,8644,27.090909090909,51.1468474101776,450,1,10.39841366687,13.7874318827766,80,1,311,29153133,0.09,0.15,1728,107072980,0.53,0.56,593,48934956,0.18,0.25,1446,87291157,0.44,0.45,1239,0.38,56646054,0.29,2039,0.62,136226113,0.71,1188,0.58,78054758,0.57,0.42,58171355,0.43,4.67,8.97,3,64,-18,79.37,92.47,361,0,4703383.74,5434094.59,18402519,0,32,207.31,202.46,606,0,13704250.03,14979035.67,49231343,0,139.98,167.11,501,0,8785158.85,10633698.54,40814326,0,126.38,120.62,459,0,7853913.37,7623679.0,23795050,0,13.5,48.21,463,0,538553.47,2073212.94,24168507,0,427,0.130262355094569,22504951,0.12
T13,425,4215,541815924,1110,26.3345195729537%,71538437,13%,1067,0.253143534994068,125378896,0.23,775,0.183867141162514,91959801,0.17,1346.32,219.59,-0.379020342521203,2100,757.0,82.38,40.69,145,3736661.54,7784085.5,67815206,16821,29.0689655172413,50.8555491307943,311,1,8.51103202846975,13.5020190180226,75,1,377,43305996,0.09,0.08,2743,334007826,0.65,0.62,710,102869637,0.17,0.19,2410,274444185,0.57,0.51,1095,0.26,164502102,0.3,3120,0.74,377313822,0.7,1523,0.49,163159532,0.43,0.51,214154290,0.57,-12.53,40.65,2,27,-122,82.04,94.03,388,0,5166612.78,5985702.48,45166979,0,44,172.86,143.15,527,0,12518022.0,11007328.34,51132098,0,52.69,93.14,464,0,4263554.6,8534539.21,44732751,0,134.13,125.49,393,0,9369841.55,9003252.28,49081683,0,5.41,26.46,394,0,266521.63,1807895.72,39064840,0,770,0.182680901542111,26485317,0.05
T14,321,5218,623179030,1696,32.5028746646224%,118092777,19%,1358,0.260252970486776,142837651,0.23,1062,0.203526255270218,106993006,0.17,1334.29,215.26,-0.320291303883492,2100,757.0,87.83,38.95,149,4182409.6,8223384.45,70434711,16821,35.0201342281879,60.8618806051264,312,1,9.51054043694902,14.7737386761491,75,1,371,43450865,0.07,0.07,3707,407056284,0.71,0.65,688,104641326,0.13,0.17,3390,345865823,0.65,0.56,1140,0.22,172671881,0.28,4078,0.78,450507149,0.72,1847,0.45,186767422,0.41,0.55,263739727,0.59,-11.4,38.28,1,38,-127,92.49,95.62,390,0,6309699.72,7413359.68,56590668,0,45,203.62,153.2,533,0,15949889.2,13792233.21,58226432,0,69.08,112.33,466,0,5645704.99,10543497.91,48709670,0,154.67,133.61,486,0,11967895.2,11873973.3,58226432,0,4.42,24.39,396,0,228332.31,1829957.89,43041759,0,1211,0.232081257186661,58805748,0.09
T15,1,5990,309700003,1226,20.4674457429048%,62295317,20%,1343,0.224207011686143,95386180,0.31,858,0.143238731218697,51637468,0.17,1536.08,418.91,0.394310782315111,2200,757.0,68.28,53.72,124,2497580.67,4758361.69,29691817,2091,48.3064516129032,118.963899519697,1144,1,14.9844741235392,17.7886966503413,80,0,369,31389940,0.06,0.1,2936,189038182,0.49,0.61,709,52997826,0.12,0.17,2596,167430296,0.43,0.54,2685,0.45,89271881,0.29,3305,0.55,220428122,0.71,1664,0.5,109658135,0.5,0.5,110769987,0.5,2.55,4.86,2,26,-39,203.78,258.52,842,0,7813603.49,7938357.28,29761623,0,19,380.94,389.1,1182,0,16891317.31,15531834.9,56254543,0,310.57,406.18,1115,0,12538174.75,14048717.24,46285036,0,270.08,286.21,1060,0,11063314.09,9416393.4,34495504,0,47.92,164.3,1061,0,1383291.57,4837467.28,32115816,0,892,0.148914858096828,36156794,0.12
T16,483,4134,542701099,1043,25.2298016448959%,72275310,13%,1052,0.254475084663763,121935603,0.22,759,0.183599419448476,90768664,0.17,1344.93,219.38,-0.367982057803715,2100,757.0,81.94,40.88,147,3691844.21,7806202.74,68000289,16821,28.1224489795918,50.5790982276578,311,1,8.21649733913884,12.9381378604038,75,1,330,36535384,0.08,0.07,2700,339651546,0.65,0.63,620,93642878,0.15,0.17,2410,282544052,0.58,0.52,1104,0.27,166514169,0.31,3030,0.73,376186930,0.69,1464,0.48,154201736,0.41,0.52,221985194,0.59,-13.7,41.04,1,26,-123,82.29,94.41,388,0,5242579.77,6030940.26,45589227,0,51,171.22,142.53,527,0,12337074.92,10936000.52,51132098,0,48.98,89.74,464,0,3993817.7,8439802.61,44732751,0,133.25,125.76,398,0,9460243.76,9168071.85,49897765,0,5.52,26.71,394,0,271743.75,1825136.84,39064840,0,1023,0.247460087082728,38925727,0.07
T17,405,4432,562651626,1181,26.6471119133574%,79592799,14%,1203,0.271435018050541,133181872,0.24,838,0.189079422382671,96480052,0.17,1335.67,221.97,-0.321060819783095,2100,757.0,84.16,40.58,145,3880356.04,7884217.68,68102454,16821,30.5655172413793,53.1868840600323,311,1,8.53497292418772,13.4517919328816,75,1,384,43321871,0.09,0.08,2941,353181754,0.66,0.63,712,102936801,0.16,0.18,2613,293566824,0.59,0.52,1107,0.25,166148001,0.3,3325,0.75,396503625,0.7,1638,0.49,167254387,0.42,0.51,229249238,0.58,-12.58,39.87,1,21,-123,84.47,93.18,388,0,5417539.34,6138289.61,49394106,0,47,183.22,144.41,527,0,13394279.69,11317223.57,51132098,0,55.31,93.95,464,0,4527099.58,8792403.93,44732751,0,141.09,127.99,425,0,10150910.94,9548911.33,50362505,0,5.15,25.83,394,0,253472.17,1764008.86,39064840,0,1064,0.240072202166064,43230590,0.08
T18,1,6116,319577658,1353,22.1223021582733%,67348275,21%,1479,0.241824722040549,104077996,0.33,955,0.156147809025506,56550775,0.18,1514.45,420.25,0.47648936947847,2200,757.0,71.51,53.33,123,2598192.34,4789656.52,31397760,2091,49.7235772357723,119.088705112865,1159,1,14.8281556572923,17.8497975490548,80,0,420,34395338,0.07,0.11,3113,197567357,0.51,0.62,829,60158555,0.14,0.19,2704,171804140,0.44,0.54,2583,0.42,87614963,0.27,3533,0.58,231962695,0.73,1834,0.52,119157512,0.51,0.48,112805183,0.49,3.13,5.12,2,26,-39,204.57,262.72,862,0,8097424.18,8416284.3,29759021,0,17,382.91,392.42,1180,0,17662667.26,16460544.96,60040847,0,305.16,411.65,1126,0,12837431.95,14818126.34,49466627,0,273.05,289.59,1074,0,11658347.79,10071354.02,34394048,0,44.6,159.86,851,0,1347069.03,4905278.83,28456609,0,680,0.111183780248528,23980440,0.08
T19,323,4710,584963798,1319,28.004246284501%,88050733,15%,1319,0.28004246284501,142062412,0.24,912,0.193630573248407,102302052,0.17,1330.0,222.3,-0.290645497510971,2100,757.0,85.57,40.07,145,4034233.09,7997346.5,68148959,16821,32.4827586206896,56.3213872254921,311,1,8.92420382165605,14.1559582251918,75,1,434,49125545,0.09,0.08,3167,369607445,0.67,0.63,801,110470549,0.17,0.19,2800,308262441,0.59,0.53,1109,0.24,166230808,0.28,3601,0.76,418732990,0.72,1844,0.51,181412930,0.43,0.49,237320060,0.57,-11.65,38.86,1,21,-123,89.68,94.29,388,0,5746189.92,6177782.95,46705957,0,48,200.01,153.24,527,0,14664698.44,12058639.25,51349330,0,62.11,102.29,464,0,5188235.7,9638691.16,44949983,0,153.71,135.44,467,0,10949195.21,9850583.65,51336107,0,4.85,25.08,394,0,239864.39,1718851.31,39282072,0,1101,0.233757961783439,42346121,0.07
T20,680,4706,581148153,1447,30.7479813004674%,94222693,16%,1258,0.267318317042073,135723120,0.23,910,0.193370165745856,101693202,0.17,1335.44,219.59,-0.310764884012635,2100,757.0,85.59,40.03,146,3980466.8,7980321.84,68327748,16821,32.2328767123287,57.4063604665221,311,1,9.41542711432214,14.7932175629338,75,1,397,44396857,0.08,0.08,3200,370698114,0.68,0.64,733,105348837,0.16,0.18,2864,309746134,0.61,0.53,1109,0.24,166053182,0.29,3597,0.76,415094971,0.71,1638,0.46,170474587,0.41,0.54,244620384,0.59,-11.34,38.99,2,21,-123,88.71,92.47,388,0,5734709.11,6335228.06,50853597,0,43,195.45,147.89,527,0,14466757.51,12034290.56,51826164,0,66.86,107.31,464,0,5406289.01,9916583.41,44977137,0,149.0,129.0,441,0,10810412.69,9964171.18,51826164,0,4.85,25.09,394,0,240131.35,1720364.07,39309226,0,832,0.176795580110497,25104872,0.04
T21,589,5176,631627866,1706,32.9598145285935%,121244555,19%,1370,0.26468315301391,144930920,0.23,1056,0.204018547140649,114274720,0.18,1328.44,218.25,-0.293603349869667,2100,757.0,88.71,39.47,152,4155446.49,8226471.73,72126527,16821,34.0526315789473,59.5430490906846,311,1,9.03052550231839,14.1925964027492,75,1,401,49325394,0.08,0.08,3562,409978539,0.69,0.65,732,109451420,0.14,0.17,3231,349852513,0.62,0.55,1213,0.23,172323933,0.27,3963,0.77,459303933,0.73,1761,0.44,185741759,0.4,0.56,273562174,0.6,-11.3,38.91,2,22,-128,90.88,91.69,386,0,6549259.84,7828770.09,62180786,0,42,202.7,146.72,528,0,16483967.19,14019453.48,66094165,0,71.58,111.69,462,0,5996335.3,10700496.29,46992879,0,149.26,126.36,478,0,12068469.49,12173166.61,66094165,0,4.41,24.33,392,0,222577.44,1707928.6,38866491,0,974,0.188176197836166,43063720,0.07
T22,1,5732,308362794,1128,19.678995115143%,59332740,19%,1461,0.254884856943475,104343060,0.34,907,0.158234473133286,52064346,0.17,1511.36,425.14,0.472472739762473,2200,757.0,71.74,53.25,123,2507014.59,4666838.16,31431538,1791,46.6016260162601,113.995667147843,1123,1,14.4628401953942,17.5904625742353,80,0,404,34749365,0.07,0.11,2870,189364677,0.5,0.61,736,57417507,0.13,0.19,2538,166696535,0.44,0.54,2458,0.43,84248752,0.27,3274,0.57,224114042,0.73,1681,0.51,114910645,0.51,0.49,109203397,0.49,2.65,5.1,1,25,-40,190.43,244.42,791,0,7688398.9,7908733.94,28008174,0,20,352.56,363.98,1119,0,16739790.78,16037482.02,59871654,0,282.19,380.58,1084,0,12030886.59,13878257.09,50501233,0,250.77,269.44,999,0,10964731.21,9542545.39,31867674,0,39.89,145.35,794,0,1201760.1,4443335.9,26580522,0,902,0.157362177250523,28623422,0.09
T23,539,5760,682572302,2136,37.0833333333333%,146115103,21%,1575,0.2734375,158656708,0.23,1236,0.214583333333333,120323391,0.18,1320.83,216.85,-0.284395497478378,2100,41.0,90.74,38.4,154,4432287.68,8833512.73,72155025,16821,37.4025974025974,66.2104507163263,356,1,9.28559027777777,14.471167566707,75,1,440,49608136,0.08,0.07,4073,441156671,0.71,0.65,778,110631916,0.14,0.16,3735,380132891,0.65,0.56,1247,0.22,191807495,0.28,4513,0.78,490764807,0.72,1983,0.44,197847847,0.4,0.56,292916960,0.6,-9.4,37.32,3,30,-128,99.65,93.88,396,0,7031201.55,8175304.35,64120833,0,44,230.52,163.44,545,0,18638012.26,15935706.15,70207872,0,84.93,126.55,477,0,7136285.45,12192010.43,62993648,0,167.35,137.38,523,0,13336857.62,13081072.2,67641584,0,4.03,23.36,402,0,228856.09,2175498.09,56661832,0,907,0.157465277777777,35294724,0.05
T24,1,6006,325994292,1184,19.7136197136197%,66251528,20%,1559,0.259573759573759,110234293,0.34,987,0.164335664335664,57680808,0.18,1497.11,414.93,0.512415711835278,2200,757.0,73.77,52.03,124,2628986.23,4907839.52,30192991,4460,48.4354838709677,112.204027429093,1065,1,13.7400932400932,17.6899153004901,80,0,388,32785489,0.06,0.1,3048,203903401,0.51,0.63,716,55516276,0.12,0.17,2720,181172614,0.45,0.56,2570,0.43,89305402,0.27,3436,0.57,236688890,0.73,1685,0.49,116756379,0.49,0.51,119932511,0.51,3.13,5.23,2,25,-40,171.99,211.23,722,0,7419819.6,7437440.79,30458907,0,24,332.73,320.36,1047,0,16711864.92,16309131.16,61479118,0,253.03,330.94,1003,0,11413774.49,13172167.53,55016387,0,236.08,235.33,922,0,11019802.61,9565029.22,33955926,0,32.96,124.63,712,0,1010041.49,3857021.25,24032295,0,1026,0.17082917082917,39555885,0.12
T25,17,3512,220070007,905,25.7687927107061%,60107392,27%,874,0.24886104783599,59317771,0.27,664,0.189066059225512,41212197,0.19,1405.35,349.81,0.959288598546744,2200,59.0,89.39,45.26,120,1833916.73,3239264.6,16490989,2628,29.2666666666666,47.9954012736362,304,1,11.8263097949886,16.1486971112898,80,1,284,22506800,0.08,0.1,2378,163960048,0.68,0.75,483,38218895,0.14,0.17,2179,148247953,0.62,0.67,850,0.24,33603159,0.15,2662,0.76,186466848,0.85,1024,0.38,68658783,0.37,0.62,117808065,0.63,4.82,9.32,5,475,-21,64.39,62.01,236,0,4298880.96,4456631.29,22867016,0,27,140.93,110.49,370,0,10060797.87,10091122.29,39247769,0,85.16,114.08,338,0,6193216.45,9324458.74,37068811,0,103.38,83.77,313,0,7116565.22,7059073.96,34531550,0,5.8,29.67,314,0,257210.46,1329494.73,13536737,0,312,0.0888382687927107,14839704,0.07
T26,419,4929,596936656,1624,32.947859606411%,105291566,18%,1341,0.272063298843578,141507235,0.24,946,0.191925339825522,102684093,0.17,1334.05,220.06,-0.317905446239039,2100,757.0,86.44,39.55,144,4145393.44,8087252.0,68535923,16821,34.2291666666666,59.6083627152634,311,1,9.42199229052546,14.8291833415962,75,1,437,48106292,0.09,0.08,3382,382319202,0.69,0.64,819,112931567,0.17,0.19,3000,317493927,0.61,0.53,1110,0.23,166511162,0.28,3819,0.77,430425494,0.72,1793,0.47,184664053,0.43,0.53,245761441,0.57,-11.25,38.4,2,20,-124,91.3,93.85,388,0,6055472.17,6847510.25,51972878,0,47,201.83,153.52,527,0,15235812.16,12700595.81,53611026,0,66.3,109.06,464,0,5299092.54,9598887.86,44977137,0,155.91,135.55,501,0,11528923.79,10972439.01,53611026,0,4.63,24.54,394,0,229267.22,1681729.69,39309226,0,1075,0.218096977074457,40869647,0.07
T27,1,6403,338281087,1223,19.1004216773387%,66936748,20%,1590,0.248321099484616,110908477,0.33,1031,0.161018272684679,60186093,0.18,1502.41,411.42,0.499464725994408,2200,757.0,71.87,52.74,126,2684770.53,5004393.7,31109110,4460,50.8174603174603,120.756243783493,1161,1,14.0046853037638,17.5175453592697,80,0,390,31582288,0.06,0.09,3211,212665759,0.5,0.63,755,56685441,0.12,0.17,2846,187562606,0.44,0.55,2802,0.44,94033040,0.28,3601,0.56,244248047,0.72,1742,0.48,117546641,0.48,0.52,126701406,0.52,3.6,5.24,2,25,-40,184.67,231.19,797,0,7546604.86,7633955.11,30625031,0,23,346.23,340.61,1086,0,16508412.05,15715653.13,59290377,0,266.71,356.99,1077,0,11326746.91,13331316.32,53023920,0,251.18,255.83,1002,0,11117569.57,9497917.25,35852889,0,34.44,132.03,951,0,1017771.13,3949420.09,29270056,0,852,0.133062626893643,30270664,0.09
T28,546,5160,608312948,1715,33.2364341085271%,112567304,19%,1387,0.268798449612403,139520521,0.23,992,0.192248062015503,101720677,0.17,1332.78,218.57,-0.321901204852365,2100,757.0,87.5,39.08,146,4166527.04,8189493.74,69365868,16821,35.3424657534246,63.0147698456934,316,1,9.82810077519379,15.3201065574838,75,1,447,47678949,0.09,0.08,3628,395551327,0.7,0.65,790,109036905,0.15,0.18,3285,334193371,0.64,0.55,1085,0.21,165082672,0.27,4075,0.79,443230276,0.73,1857,0.46,184961770,0.42,0.54,258268506,0.58,-10.09,37.86,3,20,-124,98.02,97.84,426,0,6549356.28,7437801.49,52861823,0,47,215.24,160.96,541,0,15952125.43,13268230.09,54517164,0,71.98,115.34,464,0,5542700.59,9913644.33,45004291,0,165.93,143.83,541,0,12207958.32,11842098.98,54517164,0,4.42,24.0,394,0,219035.09,1645082.46,39336380,0,988,0.191472868217054,34624364,0.06
T29,405,5963,674347461,2393,40.1308066409525%,151492816,22%,1490,0.249874224383699,155629604,0.23,1258,0.210967633741405,121769969,0.18,1330.09,211.38,-0.335881281465195,2100,41.0,91.05,37.8,151,4465877.23,8507737.62,72155025,16821,39.4900662251655,73.1754847426986,486,1,10.0471239309072,15.4840156197961,75,1,466,50857646,0.08,0.08,4234,447570491,0.71,0.66,819,114121206,0.14,0.17,3881,384306931,0.65,0.57,1263,0.21,175919324,0.26,4700,0.79,498428137,0.74,1963,0.42,199098036,0.4,0.58,299330101,0.6,-9.46,36.93,2,29,-129,108.47,97.97,426,0,7565090.84,8452816.65,68093254,0,49,246.04,176.53,628,0,19426697.75,16208480.67,72052833,0,95.9,144.84,556,0,7610646.55,12487057.98,50689679,0,179.23,145.66,561,0,14299231.25,14108064.57,72052833,0,3.92,23.33,394,0,205176.55,1693283.38,39020925,0,984,0.165017608586282,42385863,0.06
