Task ID,TF1,TF2,TF3,TF4,TF5,TF6,TF7,TF8,TF9,TF10,TF11,TF12,TF13,TF14,TF15,TF16,TF17,TF18,TF19,TF20,TF21,TF22,TF23,TF24,TF25,TF26,TF27,TF28,TF29,TF30,TF31,TF32,TF33,TF34,TF35,TF36,TF37,TF38,TF39,TF40,TF41,TF42,TF43,TF44,TF45,TF46,TF47,TF48,TF49,TF50,TF51,TF52,TF53,TF54,TF55,TF56,TF57,TF58,TF59,TF60,TF61,TF62,TF63,TF64,TF65,TF66,TF67,TF68,TF69,TF70,TF71,TF72,TF73,TF74,TF75,TF76,TF77,TF78,TF79,TF80,TF81,TF82,TF83,TF84,TF85,TF86,TF87,TF88,TF89,TF90,TF91,TF92,TF93,TF94,TF95,TF96,TF97,TF98,TF99,TF100,TF101,TF102,TF103,TF104,TF105,TF106,TF107,TF108,TF109,TF110,TF111,TF112,TF113,TF114,TF115,TF116
T75,1,4492,521918512,2080,46.3045414069456%,123489343,24%,1160,0.258236865538735,103225592,0.2,744,0.165627782724844,61579278,0.12,1365.99,313.26,0.934172595382248,2200,800.0,101.4,30.35,167,3125260.55,5440441.37,54060496,15509,26.8982035928143,60.3015149693343,610,1,14.7747105966162,26.9899410042684,96,1,380,44740713,0.08,0.09,3201,265755625,0.71,0.51,608,70630143,0.14,0.14,2973,239866195,0.66,0.46,911,0.2,211422174,0.41,3581,0.8,310496338,0.59,1388,0.39,128262140,0.41,0.61,182234198,0.59,5956.28,36810.98,4000,414917,0,108.28,120.83,476,0,9667018.88,12366778.83,44151028,0,93,266.85,223.7,707,0,27133952.78,25373984.2,78926157,0,154.57,197.54,667,0,15077528.78,19197160.73,70311335,0,180.21,162.61,549,0,16863103.2,17422578.73,58160611,0,4.54,20.3,206,0,1212189.13,5388322.54,52433243,0,196,0.0436331255565449,9100654,0.02
T76,1,4501,522954848,2080,46.2119528993556%,121614285,23%,1203,0.267273939124639,108468808,0.21,745,0.165518773605865,61962026,0.12,1363.87,320.7,0.989015641268062,2200,800.0,101.6,30.38,165,3169423.32,5394139.65,53368614,19295,27.2787878787878,59.7244269060282,592,1,14.412574983337,26.5242482279305,96,1,401,47983600,0.09,0.09,3196,263398081,0.71,0.5,636,73322531,0.14,0.14,2961,238059150,0.66,0.46,904,0.2,211573167,0.4,3597,0.8,311381681,0.6,1414,0.39,131724680,0.42,0.61,179657001,0.58,3736.65,20438.96,4000,414917,0,106.71,113.22,447,0,9508438.74,11887402.37,43112092,0,91,268.51,215.92,678,0,27809104.56,25647217.19,77303458,0,149.62,188.17,644,0,14997461.51,18585800.39,67907292,0,179.62,152.94,521,0,17103671.49,17138557.81,56800289,0,5.41,25.36,270,0,1351374.13,5650615.08,54817807,0,137,0.030437680515441,5799699,0.01
T77,1,4420,514556433,1995,45.1357466063348%,114724928,22%,1197,0.270814479638009,106562386,0.21,742,0.16787330316742,61294359,0.12,1357.11,308.56,0.927062783648333,2200,800.0,101.32,30.64,166,3099737.55,5246229.67,51254901,19295,26.6265060240963,57.5745547423403,556,1,14.0187782805429,26.153988269033,96,1,407,46794243,0.09,0.09,3127,257060489,0.71,0.5,652,73670115,0.15,0.14,2882,230184617,0.65,0.45,886,0.2,210701701,0.41,3534,0.8,303854732,0.59,1424,0.4,130181991,0.43,0.6,173672741,0.57,4572.37,27026.82,4000,414917,0,101.12,108.83,434,0,9059202.56,11560707.47,41891545,0,92,252.47,209.28,645,0,25610256.92,23821592.4,74814913,0,140.43,178.04,606,0,13851307.89,17515299.88,62866871,0,167.98,146.88,507,0,15695165.61,16041287.08,55023177,0,4.35,19.43,194,0,1196810.2,5391560.63,52329415,0,95,0.0214932126696832,3629462,0.01
T78,1,4260,494055567,1854,43.5211267605633%,103501587,21%,1169,0.274413145539906,102266422,0.21,716,0.168075117370892,58737195,0.12,1359.38,319.68,0.995423325619653,2200,800.0,101.66,30.73,164,3012533.95,5063128.01,48860808,19766,25.9756097560975,56.271902480975,552,1,14.2957746478873,26.5616867603637,96,1,396,43907986,0.09,0.09,2989,239858104,0.7,0.49,647,70798036,0.15,0.14,2738,212968054,0.64,0.43,875,0.21,210289477,0.43,3385,0.79,283766090,0.57,1461,0.43,127840483,0.45,0.57,155925607,0.55,3729.42,19007.76,4000,414916,0,101.67,111.11,431,0,8982098.56,11320976.97,40211702,0,95,258.03,210.77,644,0,25891392.57,23788750.2,76331452,0,140.85,178.12,601,0,13765765.12,16919636.14,59468270,0,172.75,151.5,511,0,15720164.39,15751186.94,52618261,0,5.86,24.74,226,0,1439745.63,6034259.48,53354367,0,481,0.112910798122065,20250055,0.04
T79,1,4081,488940270,1766,43.2737074246508%,98150805,20%,1113,0.272727272727272,100553340,0.21,697,0.170791472678265,58247798,0.12,1351.52,309.59,1.02149410055862,2200,800.0,101.83,30.67,165,2963274.36,4953072.45,47736504,20305,24.7333333333333,52.8926816521692,516,1,14.2866944376378,26.7677399830649,96,1,383,44392285,0.09,0.09,2887,234956527,0.71,0.48,626,71292268,0.15,0.15,2644,208056544,0.65,0.43,811,0.2,209591458,0.43,3270,0.8,279348812,0.57,1409,0.43,126234553,0.45,0.57,153114259,0.55,4465.67,28873.53,4000,414916,0,100.26,117.32,449,0,9089710.97,11904626.18,40928771,0,94,253.05,220.68,680,0,25535572.59,23856969.65,75775329,0,141.61,188.2,638,0,13835122.75,17628191.52,60875413,0,170.75,161.42,533,0,15647083.74,16217647.11,53697847,0,5.29,21.02,171,0,1428086.09,6200611.82,52137660,0,440,0.107816711590296,19084065,0.04
T80,1,4056,490590007,1712,42.2090729783037%,94980198,19%,1173,0.289201183431952,106098668,0.22,694,0.171104536489151,58110756,0.12,1340.42,307.1,0.980003537040779,2200,800.0,102.62,30.64,165,2973272.77,4887865.59,47007169,19295,24.5818181818181,51.3739367259589,501,1,13.8811637080867,26.3306056577726,96,1,380,44380777,0.09,0.09,2887,237909597,0.71,0.48,643,73163776,0.16,0.15,2624,209126598,0.65,0.43,789,0.19,208299633,0.42,3267,0.81,282290374,0.58,1431,0.44,129507585,0.46,0.56,152782789,0.54,4489.31,28960.6,4000,414916,0,95.35,108.04,424,0,8683420.89,11274604.38,39588488,0,97,254.05,219.64,638,0,25604604.68,23466470.16,74437252,0,142.69,179.95,598,0,13938321.71,17205761.3,59458965,0,165.63,150.53,497,0,15266887.48,15431651.49,52352160,0,4.69,18.56,143,0,1349687.01,6059159.14,50800113,0,262,0.0645956607495069,11644812,0.02
T81,1,4288,494188040,1850,43.1436567164179%,99929853,20%,1220,0.284514925373134,107061714,0.22,757,0.176539179104477,60717548,0.12,1337.22,293.03,0.904421557856194,2200,800.0,101.8,30.6,164,3013341.71,4945670.13,47628268,19295,26.1463414634146,53.5955363838755,512,1,13.4426305970149,25.5604493835912,96,1,402,45465550,0.09,0.09,3026,238669417,0.71,0.48,669,73964638,0.16,0.15,2759,210170329,0.64,0.43,860,0.2,210053073,0.43,3428,0.8,284134967,0.57,1463,0.43,128704381,0.45,0.57,155430586,0.55,4918.71,31460.09,4000,414916,0,94.68,104.47,415,0,8246121.46,10637115.52,38792241,0,93,242.8,202.88,611,0,24061467.18,21975624.28,72983307,0,129.08,165.95,576,0,12871324.99,16079449.92,55746191,0,162.02,143.22,488,0,14331504.02,14233941.69,49536966,0,5.04,20.61,193,0,1342046.71,5839215.19,49346966,0,170,0.0396455223880597,7378024,0.01
T82,1,4079,491568256,1697,41.603334150527%,92328696,19%,1164,0.285364059818583,104274002,0.21,713,0.174797744545231,57585399,0.12,1358.04,327.31,1.01798146862939,2200,800.0,101.18,31.28,164,2997367.41,4881425.82,44261628,19295,24.8719512195121,49.6663907897835,458,1,12.9421426820299,25.1076072838414,96,1,399,45113308,0.1,0.09,2822,234807386,0.69,0.48,651,73306280,0.16,0.15,2570,206614414,0.63,0.42,858,0.21,211647562,0.43,3221,0.79,279920694,0.57,1398,0.43,126499161,0.45,0.57,153421533,0.55,12178.35,62226.96,4000,414916,0,88.96,96.73,387,0,8309223.56,10339737.67,37280493,0,92,230.65,188.91,580,0,24605686.52,23321602.2,78628859,0,118.44,153.39,530,0,12507143.94,15658533.24,56899386,0,153.37,132.29,455,0,14731821.77,14603060.89,47505132,0,5.75,24.8,238,0,1474887.7,6041407.24,55465773,0,164,0.0402059328266732,6419185,0.01
T83,1,4184,494186291,1710,40.8699808795411%,91184404,18%,1152,0.275334608030592,101616912,0.21,738,0.176386233269598,57027154,0.12,1361.69,322.18,0.99552815759962,2200,800.0,100.41,31.46,162,3050532.66,4923633.78,44335463,21404,25.8271604938271,51.1308855437043,475,1,13.1352772466539,25.3388201221465,96,1,408,45410157,0.1,0.09,2849,234803883,0.68,0.48,656,73080137,0.16,0.15,2601,207133903,0.62,0.42,927,0.22,213972251,0.43,3257,0.78,280214040,0.57,1384,0.42,125695120,0.45,0.58,154518920,0.55,6495.99,40176.44,4000,414916,0,89.96,99.55,404,0,8272624.98,10488980.22,37720185,0,97,230.86,188.4,583,0,24473447.98,23225868.38,78695115,0,118.22,154.59,546,0,12320579.86,15592296.99,56899386,0,154.89,135.6,468,0,14683153.53,14710798.35,48324239,0,7.3,27.73,238,0,1595647.95,6160556.63,55465773,0,82,0.0195984703632887,2670225,0.01
T84,1,3624,467507032,1509,41.6390728476821%,80004930,17%,992,0.27373068432671,94245145,0.2,645,0.177980132450331,52283494,0.11,1343.48,297.61,0.967952221814588,2200,800.0,101.48,31.3,162,2885845.88,4738013.13,43805363,21404,22.3703703703703,46.3328343509482,460,1,14.1509381898454,26.8310795107957,96,1,366,41912903,0.1,0.09,2514,219168415,0.69,0.47,585,67664767,0.16,0.14,2295,193416551,0.63,0.41,744,0.21,206425714,0.44,2880,0.79,261081318,0.56,1187,0.41,114492809,0.44,0.59,146588509,0.56,3729.15,21716.33,4000,414915,0,84.34,102.43,397,0,7930436.28,10724522.15,37413276,0,95,206.62,182.75,568,0,22271904.5,21281299.03,73862975,0,116.07,153.45,531,0,11970205.66,15456626.34,52376770,0,139.17,136.77,459,0,13398785.83,14268641.58,47630695,0,5.28,19.09,126,0,1377206.81,5939724.43,50641327,0,428,0.118101545253863,18141287,0.04
T85,1,3639,468670933,1383,38.0049464138499%,75541411,16%,991,0.272327562517175,96160914,0.21,604,0.165979664743061,51099491,0.11,1364.48,323.52,0.942025201497623,2200,800.0,99.57,32.79,164,2857749.59,4720086.73,43041310,21321,22.1890243902439,44.5167053667615,441,1,13.576806815059,26.5978660191307,97,1,365,42418436,0.1,0.09,2378,215008178,0.65,0.46,593,68939624,0.16,0.15,2150,188486990,0.59,0.4,896,0.25,211244319,0.45,2743,0.75,257426614,0.55,1194,0.44,116097879,0.45,0.56,141328735,0.55,3410.68,21694.65,4000,414915,0,84.04,97.42,385,0,8247922.46,10640124.79,36771032,0,96,216.88,179.9,551,0,24916430.1,23074788.96,76544447,0,118.6,147.97,513,0,13322638.37,15707843.25,54279392,0,141.11,131.11,448,0,14218258.77,14543355.13,47464336,0,7.1,26.5,201,0,1679195.97,6237082.06,52845779,0,365,0.100302280846386,16600963,0.04
T86,1,3501,463610255,1390,39.7029420165666%,75201689,16%,955,0.272779205941159,94649795,0.2,595,0.169951442445015,50620364,0.11,1363.17,323.57,0.993866749656677,2200,800.0,100.63,32.18,167,2776109.31,4668678.14,43330481,21146,20.9640718562874,44.0069671668444,450,1,14.180519851471,27.343883679922,97,1,346,41582751,0.1,0.09,2360,213922882,0.67,0.46,570,68463134,0.16,0.15,2136,187042499,0.61,0.4,795,0.23,208104622,0.45,2706,0.77,255505633,0.55,1153,0.43,114456897,0.45,0.57,141048736,0.55,2692.38,14084.39,4000,414915,0,82.86,99.66,386,0,8214359.97,10826110.7,36951240,0,98,208.76,180.47,559,0,23927651.59,22877321.15,76450551,0,117.53,148.85,523,0,12880274.92,15723223.4,54249913,0,138.49,135.2,454,0,14028114.09,14813484.86,47773406,0,5.51,21.27,179,0,1518136.1,6165108.55,52816300,0,362,0.1033990288489,15471029,0.03
T87,1,3315,457099657,1242,37.4660633484162%,69321341,15%,920,0.277526395173454,93711123,0.21,542,0.163499245852187,49143953,0.11,1363.25,325.08,0.907428460542805,2200,800.0,100.55,32.93,165,2770300.95,4643012.8,42746820,20406,20.090909090909,42.1417205625659,434,1,14.2141779788838,27.5907343522906,97,1,327,41766645,0.1,0.09,2200,207985681,0.66,0.46,545,67453392,0.16,0.15,1982,182298934,0.6,0.4,788,0.24,207347331,0.45,2527,0.76,249752326,0.55,1114,0.44,114299649,0.46,0.56,135452677,0.54,4070.92,26832.15,4000,414915,0,80.89,99.65,381,0,8031759.99,10785506.16,36723938,0,98,201.17,179.86,541,0,23298430.03,21950490.08,74234775,0,114.58,148.37,504,0,12832657.51,16060797.45,51892166,0,134.85,133.02,438,0,13649605.24,14249153.26,46447237,0,4.44,16.35,119,0,1387956.12,5984399.22,50602214,0,155,0.0467571644042232,6314952,0.01
T88,1,3527,464945126,1208,34.2500708817692%,68086075,15%,933,0.264530762687836,93505614,0.2,560,0.158775163028069,51608900,0.11,1386.64,339.7,0.84913260155397,2200,766.5,97.98,34.07,164,2835031.26,4707626.51,41987787,20406,21.5060975609756,44.5413569385697,416,1,13.0856251772044,26.4689060892634,97,1,328,43527913,0.09,0.09,2224,209493517,0.63,0.45,558,69341271,0.16,0.15,1994,183680159,0.57,0.4,975,0.28,211923696,0.46,2552,0.72,253021430,0.54,1121,0.44,116863390,0.46,0.56,136158040,0.54,5264.6,33967.99,4000,414915,0,80.98,95.71,387,0,7993788.72,10277287.1,36019316,0,97,219.27,182.7,558,0,26202567.53,23609358.82,76507181,0,118.81,147.85,518,0,14057758.9,16123248.41,54162336,0,142.55,133.14,448,0,14708622.54,14533891.2,46610345,0,8.06,29.13,226,0,1831424.56,6341235.05,52872384,0,114,0.0323220867592855,4923451,0.01
T89,1,2913,434106591,1100,37.7617576381737%,63651731,15%,846,0.290422245108135,84202521,0.19,458,0.157226227257123,44052570,0.1,1353.7,324.21,0.946598375438968,2200,766.5,101.17,33.69,164,2646991.41,4488875.56,41777865,20406,17.7621951219512,38.1903310290567,407,1,14.9491932715413,29.0238538725317,97,1,275,38331049,0.09,0.09,1956,193461017,0.67,0.45,473,62468634,0.16,0.14,1758,169323432,0.6,0.39,682,0.23,202314525,0.47,2231,0.77,231792066,0.53,927,0.42,103842402,0.45,0.58,127949664,0.55,3892.27,24205.49,4000,414914,0,77.27,105.28,383,0,7981832.41,11189071.02,36609479,0,99,203.44,189.72,545,0,24027720.18,22267468.01,73736425,0,126.87,154.71,507,0,13964241.21,16272226.31,51393816,0,130.4,139.45,431,0,13581730.04,14559660.92,45589878,0,4.84,16.99,118,0,1537385.47,6306190.45,50103864,0,348,0.119464469618949,17680001,0.04
T90,1,2809,428658668,1017,36.2050551797792%,59386975,14%,850,0.302598789604841,84560226,0.2,460,0.16375934496262,44722128,0.1,1346.78,321.33,0.947055379300502,2200,766.5,101.13,33.9,165,2597931.32,4264261.92,38330550,20406,17.0242424242424,34.1503047008424,344,1,14.1545033819864,28.1963186960647,97,1,281,39491122,0.1,0.09,1870,187587051,0.67,0.44,469,62969791,0.17,0.15,1682,164108382,0.6,0.38,658,0.23,201580495,0.47,2151,0.77,227078173,0.53,949,0.44,105056658,0.46,0.56,122021515,0.54,19036.32,81829.95,4000,414914,0,66.52,84.68,333,0,7049662.93,9726745.27,33449445,0,95,185.51,168.7,470,0,22544577.64,21052160.3,72919484,0,111.55,134.91,431,0,12691970.42,15024331.22,51190633,0,115.76,115.49,368,0,12441117.48,13037092.42,42172504,0,4.79,16.54,109,0,1559985.35,6370860.65,49757020,0,103,0.0366678533285866,4931935,0.01
T91,1,2860,431382360,1024,35.8041958041958%,58721481,14%,861,0.301048951048951,85004575,0.2,462,0.161538461538461,45173831,0.1,1345.14,320.22,0.947823525407831,2200,800.0,100.57,34.14,165,2614438.55,4213025.84,37346371,20406,17.3333333333333,32.9680801525216,320,1,13.3363636363636,27.238601000487,97,1,295,40746878,0.1,0.09,1859,186446630,0.65,0.43,492,65172988,0.17,0.15,1662,162020520,0.58,0.38,706,0.25,204188852,0.47,2154,0.75,227193508,0.53,961,0.45,107058539,0.47,0.55,120134969,0.53,2831.31,15551.33,4000,414914,0,64.91,83.59,331,0,6924095.56,9634548.36,33334575,0,93,184.21,167.97,473,0,22768666.66,21325774.63,72919484,0,107.9,134.0,434,0,12630442.34,15005301.59,51190633,0,114.55,115.1,368,0,12463174.83,13045262.89,42206740,0,5.55,19.15,135,0,1652810.96,6460312.36,49757020,0,167,0.0583916083916083,7342054,0.02
T92,1,2796,429315032,966,34.5493562231759%,56573843,13%,905,0.323676680972818,86356218,0.2,481,0.172031473533619,45547207,0.11,1337.61,325.22,0.976357198633136,2200,800.0,100.7,34.48,163,2633834.55,4129720.23,35007055,20406,17.1533742331288,29.7085810486967,259,1,11.9459942775393,25.6205198196055,97,1,305,40699744,0.11,0.09,1773,182797826,0.63,0.43,520,65771822,0.19,0.15,1558,157725748,0.56,0.37,718,0.26,205817462,0.48,2078,0.74,223497570,0.52,1000,0.48,107531614,0.48,0.52,115965956,0.52,4683.97,31189.53,4000,414914,0,55.98,66.15,280,0,6298220.29,8640164.9,31738220,0,91,172.86,159.0,492,0,21917088.21,20759164.0,72919484,0,96.99,119.56,361,0,11908919.83,14436238.01,51190633,0,101.99,95.41,303,0,11592730.68,12001542.86,40782455,0,5.59,19.04,131,0,1680733.23,6526380.35,49757020,0,107,0.0382689556509299,5323703,0.01
T93,1,2588,419584379,853,32.9598145285935%,51793025,12%,849,0.328052550231839,84857969,0.2,435,0.168083462132921,44600867,0.11,1338.28,331.44,1.00162298744088,2200,766.5,100.44,34.98,163,2574137.29,4035109.93,33521929,18009,15.8773006134969,27.3935139223505,243,1,12.0266615146831,25.9749601433269,97,1,299,41631473,0.12,0.1,1635,175505266,0.63,0.42,505,65640188,0.2,0.16,1429,151496551,0.55,0.36,654,0.25,202447640,0.48,1934,0.75,217136739,0.52,957,0.49,106123315,0.49,0.51,111013424,0.51,3504.73,19928.83,4000,414913,0,55.28,70.04,289,0,6377531.16,8881188.56,31421237,0,94,163.9,154.23,473,0,21519104.04,20556996.29,72919484,0,92.48,118.74,361,0,11509680.35,14425596.95,51190633,0,100.13,101.37,309,0,11739641.95,12399284.93,39987616,0,5.22,17.24,109,0,1699270.21,6633859.74,49757020,0,389,0.150309119010819,19254521,0.05
T94,1,2601,424460398,809,31.1034217608612%,49399427,12%,908,0.349096501345636,91680420,0.22,463,0.178008458285274,47268035,0.11,1329.54,332.29,1.04826406214055,2200,766.5,101.25,35.02,163,2604051.52,4047164.55,33151614,22818,15.9570552147239,27.2639928267111,230,1,11.5440215301807,25.4394848273822,97,1,309,42058911,0.12,0.1,1614,178220277,0.62,0.42,514,66766985,0.2,0.16,1409,153512203,0.54,0.36,678,0.26,204181210,0.48,1923,0.74,220279188,0.52,987,0.51,110048079,0.5,0.49,110231109,0.5,3138.08,21487.74,4000,414913,0,56.0,69.51,285,0,6549584.79,8794179.4,31376672,0,92,171.35,164.55,506,0,22487134.39,20989729.43,72919484,0,96.18,122.15,369,0,11950311.11,14535180.53,51190633,0,102.58,102.92,312,0,12124491.78,12415248.07,40610811,0,5.22,17.2,109,0,1691412.62,6618229.21,49757020,0,373,0.143406382160707,17746715,0.04
T95,1,2571,422809690,713,27.7323998444185%,44112898,10%,941,0.366005445352003,93029888,0.22,453,0.176196032672112,46683089,0.11,1343.4,357.49,1.01832044741935,2200,766.5,100.69,36.41,166,2547046.33,3999913.6,31851743,22818,15.4879518072289,26.2338522805258,211,1,10.8210812913263,24.6037681574653,97,1,307,41176789,0.12,0.1,1533,175758742,0.6,0.42,523,67142295,0.2,0.16,1317,149793236,0.51,0.35,731,0.28,205874159,0.49,1840,0.72,216935531,0.51,982,0.53,110208954,0.51,0.47,106726577,0.49,4149.62,28203.78,4000,414913,0,54.91,66.2,267,0,6593098.14,8582861.24,30303702,0,94,180.88,172.54,534,0,23932793.84,21840885.24,74756028,0,100.67,119.45,401,0,12761351.69,14680952.51,52121950,0,103.12,103.34,296,0,12348817.39,12507545.56,39545452,0,6.11,20.02,138,0,1845362.73,6812311.86,50688337,0,158,0.0614546868922598,8089459,0.02
T96,1,2756,430548786,727,26.3788098693759%,45840514,11%,940,0.341074020319303,92373806,0.21,502,0.182148040638606,48342529,0.11,1347.03,333.44,0.909136173096666,2200,766.5,98.51,35.94,166,2593667.39,4019454.95,32335003,22818,16.6024096385542,26.9639219155437,226,1,10.7975326560232,24.5964085084461,97,1,287,40538014,0.1,0.09,1666,181856062,0.6,0.42,537,69365773,0.19,0.16,1416,153028303,0.51,0.36,803,0.29,208154710,0.48,1953,0.71,222394076,0.52,977,0.5,111310507,0.5,0.5,111083569,0.5,5360.0,35077.13,4000,414913,0,50.98,65.43,282,0,5947596.77,8321408.81,30609803,0,95,165.65,156.59,495,0,22048583.99,21030736.04,72631836,0,91.7,114.34,435,0,11815692.22,14222036.62,51041961,0,97.58,99.69,313,0,11423647.94,12058697.79,39930236,0,6.43,21.46,156,0,1802289.57,6553781.28,49608348,0,149,0.0540638606676342,6260871,0.01
T97,1,2618,424752688,724,27.6546982429335%,45554936,11%,909,0.347211611917494,90229489,0.21,486,0.185637891520244,46932441,0.11,1340.73,334.58,0.96156026204966,2200,766.5,99.09,36.08,166,2558751.13,3951841.31,32209259,22818,15.7710843373493,25.2110246693325,223,1,11.0882352941176,25.0117482342077,97,1,283,40146967,0.11,0.09,1579,178052630,0.6,0.42,519,68059883,0.2,0.16,1343,150139714,0.51,0.35,756,0.29,206553091,0.49,1862,0.71,218199597,0.51,944,0.51,108967673,0.5,0.49,109231924,0.5,4890.93,32218.18,4000,414913,0,49.1,64.17,275,0,5937099.67,8341724.44,30544569,0,95,161.41,151.61,477,0,22338672.44,21125065.26,72631836,0,91.53,112.41,408,0,12057234.63,14276292.21,51041961,0,93.69,96.15,307,0,11449589.75,12071202.44,39891142,0,6.69,21.89,156,0,1878098.77,6712321.98,49608348,0,116,0.0443086325439266,4782736,0.01
T98,1,2553,418630808,640,25.0685468076772%,44025901,11%,762,0.298472385428907,81360758,0.19,378,0.148061104582843,42095800,0.1,1438.33,407.52,0.716952269495521,2200,766.5,93.58,37.85,163,2568287.17,4155908.94,31229031,18477,15.6625766871165,27.7553733778594,217,1,11.2099490795142,25.2963274009073,97,1,199,33769028,0.08,0.08,1392,170303182,0.55,0.41,400,59202616,0.16,0.14,1191,144869594,0.47,0.35,962,0.38,214558598,0.51,1591,0.62,204072210,0.49,771,0.48,96575210,0.47,0.52,107497000,0.53,4221.47,27091.39,4000,414912,0,54.65,69.8,267,0,7166898.16,9643390.52,29796220,0,96,179.61,154.62,397,0,27535460.2,27254929.83,82438343,0,91.77,108.86,335,0,13552273.96,15232031.96,59453478,0,104.41,105.98,294,0,13854335.61,15018781.34,45202959,0,15.02,47.0,352,0,3178183.88,8624939.65,59385757,0,241,0.0943987465726596,10263337,0.02
T99,1,2456,412237636,604,24.5928338762214%,40197448,10%,750,0.305374592833876,79261751,0.19,394,0.160423452768729,42383688,0.1,1417.06,389.35,0.80385768324641,2200,766.5,93.87,36.86,162,2544676.77,4061601.2,29231836,18477,15.1604938271604,25.1632961482899,185,1,10.6005700325732,24.0412676365681,97,1,175,32409951,0.07,0.08,1436,169792578,0.58,0.41,389,58112406,0.16,0.14,1222,144090123,0.5,0.35,845,0.34,210035107,0.51,1611,0.66,202202529,0.49,784,0.49,95454998,0.47,0.51,106747531,0.53,6152.06,38917.68,4000,414912,0,44.51,54.56,233,0,6181631.78,8365814.36,27794366,0,99,153.97,134.0,402,0,24442501.7,25027445.86,79157566,0,78.07,94.22,327,0,11891596.91,13952973.56,57525388,0,88.28,87.56,256,0,12261750.31,13634497.82,43274869,0,11.62,36.42,273,0,2749988.89,7867926.9,56104980,0,200,0.0814332247557003,8203687,0.02
T100,1,2544,420936024,739,29.0487421383647%,48936186,12%,779,0.306210691823899,80148233,0.19,442,0.173742138364779,44542041,0.11,1385.32,359.78,0.929978686939018,2200,766.5,96.26,35.68,162,2598370.52,4161643.45,32869142,18477,15.7037037037037,27.1748168241699,239,1,12.818003144654,26.4037939773126,97,1,173,32611973,0.07,0.08,1565,179577177,0.62,0.43,389,58702728,0.15,0.14,1349,153486422,0.53,0.36,806,0.32,208746874,0.5,1738,0.68,212189150,0.5,806,0.46,98412268,0.46,0.54,113776882,0.54,4183.02,27142.46,4000,414912,0,46.27,59.28,269,0,6063980.51,8420245.73,30383932,0,93,136.78,120.66,373,0,21573729.4,22602433.1,76260435,0,75.12,99.18,331,0,10949834.98,14112621.29,54591578,0,83.29,84.11,293,0,11308725.38,12602971.37,40345762,0,8.61,26.94,191,0,2244416.37,7296066.93,53203146,0,175,0.0687893081761006,7470850,0.02
T101,1,2679,430587334,791,29.5259425158641%,55664676,13%,821,0.306457633445315,81104093,0.19,508,0.189622993654348,48624395,0.11,1400.58,370.87,0.895595742998909,2200,766.5,95.0,35.86,160,2691170.84,4377855.27,38923195,18477,16.74375,30.8274252796283,305,1,14.6662933930571,28.7437213736633,97,1,180,32735454,0.07,0.08,1610,181410352,0.6,0.42,421,58915709,0.16,0.14,1369,155230097,0.51,0.36,889,0.33,216441528,0.5,1790,0.67,214145806,0.5,885,0.49,101080376,0.47,0.51,113065430,0.53,10948.38,57980.64,4000,414912,0,53.42,65.5,293,0,6421463.17,8794322.39,33498142,0,95,154.42,131.51,388,0,23518787.05,23941493.33,78043216,0,83.39,108.32,354,0,11887222.98,14604235.47,56374359,0,96.76,92.57,312,0,12622349.09,13615204.49,42128543,0,11.52,34.42,244,0,2577415.19,7725002.98,54985927,0,109,0.0406868234415826,3974575,0.01
T102,1,2595,420946897,690,26.5895953757225%,46751880,11%,746,0.287475915221579,74087728,0.18,467,0.179961464354527,45033241,0.11,1412.94,370.58,0.865714023393801,2200,766.5,92.89,36.34,166,2535824.68,4191752.28,36146834,14441,15.6325301204819,29.2705855391059,262,1,13.4281310211946,27.289104036015,97,1,175,32917730,0.07,0.08,1515,173591819,0.58,0.41,389,56931622,0.15,0.14,1301,149577927,0.5,0.36,905,0.35,214437348,0.51,1690,0.65,206509549,0.49,801,0.47,96073006,0.47,0.53,110436543,0.53,9869.92,53848.81,4000,414912,0,51.81,68.55,300,0,6383605.32,9077709.63,33792882,0,96,149.27,126.84,395,0,24075004.35,24798843.34,78043216,0,76.94,104.14,346,0,12054333.96,14839105.58,56374359,0,94.89,95.01,325,0,12720343.29,14016060.68,42128543,0,12.75,37.54,244,0,2771285.15,7796743.53,54985927,0,30,0.0115606936416184,1031294,0.0
T103,1,2338,406329053,601,25.7057313943541%,41707798,10%,662,0.283147989734816,69684152,0.17,416,0.177929854576561,42511124,0.1,1408.4,363.7,0.852823996007676,2200,785.5,92.96,36.8,167,2433108.1,4015925.41,33497035,14441,14.0,24.5648882541679,219,1,12.7998289136013,26.4545882117766,97,1,179,32634911,0.08,0.08,1361,164689359,0.58,0.41,354,53837004,0.15,0.13,1186,143487266,0.51,0.35,798,0.34,209004783,0.51,1540,0.66,197324270,0.49,730,0.47,91849329,0.47,0.53,105474941,0.53,3966.97,27012.21,4000,414911,0,43.1,58.36,262,0,5856498.2,8493334.95,31785506,0,106,134.97,112.01,355,0,22881924.75,23411265.82,75939482,0,70.35,91.61,304,0,11633414.47,14327576.4,54270625,0,82.16,81.08,282,0,11610013.07,12798896.9,40024809,0,11.38,32.68,189,0,2702813.73,7802829.5,52882193,0,176,0.0752780153977758,6951286,0.02
